ID,FAKTURA_ID,CZY_ZAPLACONO,DATA_ZAPLATY,TYP_PLATNOSCI
20548,20548,1,2021-01-15,przelew
20549,20549,1,2021-03-25,przelew
20550,20550,1,2021-09-28,przelew
20551,20551,1,2021-06-15,przelew
20552,20552,1,2021-01-29,przelew
20553,20553,1,2021-02-28,przelew
20554,20554,0,NULL,przelew
20555,20555,1,2021-09-05,przelew
20556,20556,1,2021-09-30,przelew
20557,20557,1,2021-06-26,przelew
20558,20558,1,2021-07-19,gotówka
20559,20559,1,2021-01-07,przelew
20560,20560,1,2021-01-05,przelew
20561,20561,1,2021-07-13,przelew
20562,20562,1,2021-04-10,gotówka
20563,20563,1,2021-06-15,przelew
20564,20564,1,2021-05-20,gotówka
20565,20565,1,2021-04-25,przelew
20566,20566,1,2021-04-30,gotówka
20567,20567,1,2021-03-09,gotówka
20568,20568,1,2021-03-15,gotówka
20569,20569,1,2021-09-05,gotówka
20570,20570,1,2021-04-07,przelew
20571,20571,1,2021-01-04,przelew
20572,20572,1,2021-07-03,przelew
20573,20573,1,2021-09-15,przelew
20574,20574,1,2021-01-14,przelew
20575,20575,1,2021-04-16,przelew
20576,20576,1,2021-05-05,przelew
20577,20577,1,2021-02-17,przelew
20578,20578,1,2021-01-13,gotówka
20579,20579,1,2021-10-03,przelew
20580,20580,0,NULL,gotówka
20581,20581,1,2021-07-08,gotówka
20582,20582,1,2021-03-03,gotówka
20583,20583,1,2021-06-20,gotówka
20584,20584,1,2021-06-27,przelew
20585,20585,1,2021-06-19,gotówka
20586,20586,1,2021-04-08,przelew
20587,20587,1,2021-09-15,przelew
20588,20588,1,2021-08-12,gotówka
20589,20589,1,2021-05-05,przelew
20590,20590,1,2021-01-16,gotówka
20591,20591,1,2021-06-24,przelew
20592,20592,1,2021-10-17,gotówka
20593,20593,1,2021-10-01,przelew
20594,20594,1,2021-07-20,gotówka
20595,20595,1,2021-02-06,gotówka
20596,20596,1,2021-01-09,przelew
20597,20597,1,2021-08-03,przelew
20598,20598,1,2021-02-14,przelew
20599,20599,1,2021-08-24,gotówka
20600,20600,1,2021-02-27,przelew
20601,20601,1,2021-09-21,przelew
20602,20602,1,2021-02-22,przelew
20603,20603,1,2021-08-13,przelew
20604,20604,1,2021-05-19,gotówka
20605,20605,1,2021-06-24,przelew
20606,20606,1,2021-09-08,przelew
20607,20607,1,2021-01-24,przelew
20608,20608,1,2021-05-26,gotówka
20609,20609,1,2021-09-04,przelew
20610,20610,1,2021-03-12,gotówka
20611,20611,1,2021-02-07,przelew
20612,20612,1,2021-04-22,przelew
20613,20613,1,2021-07-06,gotówka
20614,20614,1,2021-06-24,przelew
20615,20615,1,2021-05-17,przelew
20616,20616,1,2021-07-03,przelew
20617,20617,1,2021-04-20,gotówka
20618,20618,1,2021-04-03,przelew
20619,20619,1,2021-02-05,przelew
20620,20620,1,2021-01-10,gotówka
20621,20621,1,2021-02-16,przelew
20622,20622,1,2021-05-28,gotówka
20623,20623,1,2021-04-05,gotówka
20624,20624,1,2021-09-29,przelew
20625,20625,1,2021-09-28,przelew
20626,20626,1,2021-05-19,gotówka
20627,20627,1,2021-07-02,gotówka
20628,20628,1,2021-02-25,przelew
20629,20629,1,2021-06-04,przelew
20630,20630,1,2021-03-04,gotówka
20631,20631,1,2021-01-04,przelew
20632,20632,1,2021-04-16,przelew
20633,20633,1,2021-07-03,przelew
20634,20634,1,2021-08-07,przelew
20635,20635,1,2021-04-17,gotówka
20636,20636,1,2021-01-16,gotówka
20637,20637,1,2021-08-12,gotówka
20638,20638,1,2021-04-15,gotówka
20639,20639,1,2021-03-03,gotówka
20640,20640,1,2021-10-07,przelew
20641,20641,1,2021-05-26,przelew
20642,20642,1,2021-03-04,gotówka
20643,20643,1,2021-06-30,przelew
20644,20644,1,2021-02-02,przelew
20645,20645,1,2021-04-18,gotówka
20646,20646,1,2021-09-15,przelew
20647,20647,1,2021-08-09,przelew
20648,20648,1,2021-02-06,przelew
20649,20649,1,2021-02-07,przelew
20650,20650,1,2021-09-21,przelew
20651,20651,1,2021-02-14,gotówka
20652,20652,1,2021-08-19,przelew
20653,20653,1,2021-04-07,gotówka
20654,20654,1,2021-08-12,przelew
20655,20655,1,2021-02-17,przelew
20656,20656,1,2021-03-05,przelew
20657,20657,1,2021-10-02,gotówka
20658,20658,1,2021-02-09,przelew
20659,20659,1,2021-10-30,przelew
20660,20660,1,2021-08-03,przelew
20661,20661,1,2021-03-19,gotówka
20662,20662,1,2021-07-14,przelew
20663,20663,1,2021-03-20,przelew
20664,20664,1,2021-01-20,gotówka
20665,20665,1,2021-09-12,gotówka
20666,20666,1,2021-08-18,przelew
20667,20667,1,2021-03-12,przelew
20668,20668,1,2021-10-24,gotówka
20669,20669,1,2021-02-11,przelew
20670,20670,1,2021-02-21,gotówka
20671,20671,1,2021-04-14,przelew
20672,20672,1,2021-10-19,przelew
20673,20673,1,2021-06-29,przelew
20674,20674,1,2021-07-01,przelew
20675,20675,1,2021-02-01,przelew
20676,20676,1,2021-10-11,przelew
20677,20677,1,2021-08-17,gotówka
20678,20678,1,2021-03-12,przelew
20679,20679,1,2021-03-28,przelew
20680,20680,1,2021-09-11,przelew
20681,20681,1,2021-07-22,przelew
20682,20682,1,2021-07-20,gotówka
20683,20683,1,2021-09-12,przelew
20684,20684,1,2021-05-18,gotówka
20685,20685,1,2021-04-12,przelew
20686,20686,1,2021-06-24,przelew
20687,20687,1,2021-02-25,przelew
20688,20688,1,2021-08-11,gotówka
20689,20689,1,2021-03-12,przelew
20690,20690,1,2021-02-04,przelew
20691,20691,1,2021-02-27,gotówka
20692,20692,1,2021-08-14,przelew
20693,20693,1,2021-08-03,przelew
20694,20694,1,2021-10-08,gotówka
20695,20695,1,2021-05-28,gotówka
20696,20696,1,2021-03-11,przelew
20697,20697,1,2021-07-18,przelew
20698,20698,1,2021-09-29,przelew
20699,20699,1,2021-08-04,przelew
20700,20700,1,2021-10-30,przelew
20701,20701,1,2021-04-20,przelew
20702,20702,1,2021-08-13,przelew
20703,20703,1,2021-08-29,przelew
20704,20704,1,2021-05-01,przelew
20705,20705,1,2021-02-19,przelew
20706,20706,1,2021-07-24,przelew
20707,20707,1,2021-02-25,przelew
20708,20708,1,2021-07-04,przelew
20709,20709,1,2021-03-18,przelew
20710,20710,1,2021-01-11,gotówka
20711,20711,1,2021-05-02,gotówka
20712,20712,1,2021-04-24,przelew
20713,20713,1,2021-04-12,gotówka
20714,20714,1,2021-09-16,gotówka
20715,20715,1,2021-02-11,przelew
20716,20716,1,2021-07-07,przelew
20717,20717,1,2021-03-29,przelew
20718,20718,1,2021-10-17,przelew
20719,20719,1,2021-04-08,przelew
20720,20720,1,2021-10-20,przelew
20721,20721,1,2021-09-02,gotówka
20722,20722,1,2021-10-02,przelew
20723,20723,1,2021-05-06,przelew
20724,20724,1,2021-08-12,przelew
20725,20725,1,2021-04-12,gotówka
20726,20726,1,2021-08-24,gotówka
20727,20727,1,2021-08-15,gotówka
20728,20728,1,2021-05-27,gotówka
20729,20729,1,2021-04-08,przelew
20730,20730,1,2021-04-11,przelew
20731,20731,1,2021-05-11,gotówka
20732,20732,1,2021-09-17,przelew
20733,20733,1,2021-06-20,gotówka
20734,20734,1,2021-09-03,przelew
20735,20735,1,2021-10-18,gotówka
20736,20736,1,2021-07-29,gotówka
20737,20737,1,2021-09-06,przelew
20738,20738,1,2021-02-10,gotówka
20739,20739,1,2021-03-01,gotówka
20740,20740,1,2021-01-09,gotówka
20741,20741,1,2021-02-23,przelew
20742,20742,1,2021-09-21,przelew
20743,20743,1,2021-05-24,przelew
20744,20744,1,2021-08-12,przelew
20745,20745,1,2021-04-20,przelew
20746,20746,1,2021-08-03,przelew
20747,20747,1,2021-02-28,przelew
20748,20748,1,2021-06-27,przelew
20749,20749,1,2021-04-03,przelew
20750,20750,1,2021-01-14,przelew
20751,20751,1,2021-04-17,przelew
20752,20752,1,2021-01-15,gotówka
20753,20753,1,2021-02-26,gotówka
20754,20754,1,2021-10-01,gotówka
20755,20755,1,2021-09-10,gotówka
20756,20756,1,2021-09-04,przelew
20757,20757,1,2021-07-12,przelew
20758,20758,1,2021-03-19,gotówka
20759,20759,1,2021-04-03,przelew
20760,20760,1,2021-01-03,przelew
20761,20761,1,2021-07-22,przelew
20762,20762,1,2021-07-26,przelew
20763,20763,1,2021-04-10,przelew
20764,20764,1,2021-04-14,gotówka
20765,20765,1,2021-03-29,przelew
20766,20766,1,2021-08-31,gotówka
20767,20767,1,2021-03-14,gotówka
20768,20768,1,2021-10-08,gotówka
20769,20769,1,2021-04-05,gotówka
20770,20770,1,2021-02-17,przelew
20771,20771,1,2021-10-23,przelew
20772,20772,1,2021-02-10,przelew
20773,20773,1,2021-02-23,przelew
20774,20774,1,2021-07-23,przelew
20775,20775,1,2021-04-17,gotówka
20776,20776,1,2021-01-25,przelew
20777,20777,1,2021-04-10,przelew
20778,20778,1,2021-07-12,przelew
20779,20779,1,2021-04-30,przelew
20780,20780,1,2021-07-07,przelew
20781,20781,1,2021-03-08,przelew
20782,20782,1,2021-06-05,przelew
20783,20783,1,2021-04-18,przelew
20784,20784,1,2021-09-08,gotówka
20785,20785,1,2021-01-27,gotówka
20786,20786,1,2021-10-16,przelew
20787,20787,1,2021-01-05,przelew
20788,20788,1,2021-07-27,przelew
20789,20789,1,2021-08-28,przelew
20790,20790,1,2021-10-03,gotówka
20791,20791,1,2021-06-05,przelew
20792,20792,1,2021-06-08,przelew
20793,20793,1,2021-02-01,gotówka
20794,20794,1,2021-03-05,przelew
20795,20795,1,2021-02-28,przelew
20796,20796,1,2021-10-10,gotówka
20797,20797,1,2021-10-26,przelew
20798,20798,1,2021-04-05,przelew
20799,20799,1,2021-06-12,gotówka
20800,20800,1,2021-02-18,przelew
20801,20801,1,2021-07-01,przelew
20802,20802,1,2021-01-17,przelew
20803,20803,1,2021-08-07,przelew
20804,20804,1,2021-07-12,przelew
20805,20805,1,2021-01-26,przelew
20806,20806,1,2021-03-31,gotówka
20807,20807,1,2021-07-12,przelew
20808,20808,1,2021-04-20,gotówka
20809,20809,1,2021-06-10,przelew
20810,20810,1,2021-02-22,przelew
20811,20811,1,2021-04-11,przelew
20812,20812,1,2021-04-25,przelew
20813,20813,1,2021-07-11,przelew
20814,20814,1,2021-07-11,przelew
20815,20815,1,2021-04-30,gotówka
20816,20816,1,2021-09-28,przelew
20817,20817,1,2021-10-12,przelew
20818,20818,1,2021-02-26,gotówka
20819,20819,1,2021-02-28,gotówka
20820,20820,1,2021-05-28,przelew
20821,20821,1,2021-06-05,przelew
20822,20822,1,2021-04-12,gotówka
20823,20823,1,2021-02-26,przelew
20824,20824,1,2021-02-04,przelew
20825,20825,1,2021-03-31,przelew
20826,20826,1,2021-06-11,gotówka
20827,20827,1,2021-03-04,przelew
20828,20828,1,2021-07-31,gotówka
20829,20829,1,2021-06-10,przelew
20830,20830,1,2021-05-17,przelew
20831,20831,1,2021-09-12,przelew
20832,20832,1,2021-06-08,przelew
20833,20833,1,2021-04-12,gotówka
20834,20834,1,2021-06-15,gotówka
20835,20835,1,2021-03-09,gotówka
20836,20836,1,2021-08-05,przelew
20837,20837,1,2021-06-16,przelew
20838,20838,1,2021-06-10,przelew
20839,20839,1,2021-09-11,przelew
20840,20840,1,2021-02-26,przelew
20841,20841,1,2021-04-09,przelew
20842,20842,1,2021-05-21,gotówka
20843,20843,1,2021-05-15,przelew
20844,20844,1,2021-03-03,przelew
20845,20845,1,2021-07-16,gotówka
20846,20846,1,2021-05-29,gotówka
20847,20847,1,2021-02-08,przelew
20848,20848,1,2021-09-30,gotówka
20849,20849,1,2021-06-06,przelew
20850,20850,1,2021-10-16,gotówka
20851,20851,1,2021-06-26,przelew
20852,20852,1,2021-01-28,przelew
20853,20853,1,2021-09-12,gotówka
20854,20854,1,2021-05-06,przelew
20855,20855,1,2021-03-13,przelew
20856,20856,1,2021-10-07,przelew
20857,20857,1,2021-04-16,przelew
20858,20858,1,2021-08-07,przelew
20859,20859,1,2021-09-06,przelew
20860,20860,0,NULL,przelew
20861,20861,1,2021-01-01,gotówka
20862,20862,1,2021-02-04,gotówka
20863,20863,1,2021-09-14,gotówka
20864,20864,1,2021-09-28,przelew
20865,20865,1,2021-03-02,przelew
20866,20866,1,2021-06-19,przelew
20867,20867,1,2021-02-05,przelew
20868,20868,1,2021-04-16,przelew
20869,20869,1,2021-05-16,gotówka
20870,20870,1,2021-02-24,przelew
20871,20871,1,2021-04-11,przelew
20872,20872,1,2021-02-25,przelew
20873,20873,1,2021-08-07,gotówka
20874,20874,1,2021-07-06,gotówka
20875,20875,1,2021-02-03,gotówka
20876,20876,1,2021-01-18,przelew
20877,20877,1,2021-05-07,gotówka
20878,20878,1,2021-06-24,gotówka
20879,20879,1,2021-02-12,gotówka
20880,20880,1,2021-01-30,przelew
20881,20881,1,2021-10-09,przelew
20882,20882,1,2021-06-13,przelew
20883,20883,1,2021-07-13,przelew
20884,20884,1,2021-07-10,gotówka
20885,20885,1,2021-09-23,przelew
20886,20886,1,2021-10-01,przelew
20887,20887,1,2021-07-09,gotówka
20888,20888,1,2021-07-22,przelew
20889,20889,1,2021-10-14,przelew
20890,20890,1,2021-03-28,gotówka
20891,20891,1,2021-01-26,przelew
20892,20892,1,2021-05-26,gotówka
20893,20893,1,2021-07-17,przelew
20894,20894,1,2021-04-05,przelew
20895,20895,1,2021-03-08,przelew
20896,20896,1,2021-02-24,przelew
20897,20897,1,2021-02-27,przelew
20898,20898,0,NULL,przelew
20899,20899,1,2021-06-03,przelew
20900,20900,1,2021-01-12,przelew
20901,20901,1,2021-02-19,przelew
20902,20902,1,2021-02-14,gotówka
20903,20903,1,2021-09-21,gotówka
20904,20904,1,2021-06-13,przelew
20905,20905,1,2021-09-16,przelew
20906,20906,1,2021-10-05,gotówka
20907,20907,1,2021-04-24,przelew
20908,20908,1,2021-09-30,przelew
20909,20909,1,2021-08-09,przelew
20910,20910,1,2021-08-25,przelew
20911,20911,1,2021-01-12,przelew
20912,20912,1,2021-02-27,przelew
20913,20913,1,2021-02-21,gotówka
20914,20914,1,2021-06-29,przelew
20915,20915,1,2021-10-11,przelew
20916,20916,1,2021-06-30,przelew
20917,20917,1,2021-09-28,przelew
20918,20918,1,2021-01-31,przelew
20919,20919,1,2021-10-06,gotówka
20920,20920,1,2021-01-10,przelew
20921,20921,1,2021-09-28,przelew
20922,20922,1,2021-01-31,gotówka
20923,20923,1,2021-09-28,przelew
20924,20924,1,2021-07-02,przelew
20925,20925,1,2021-06-01,przelew
20926,20926,1,2021-04-24,przelew
20927,20927,1,2021-01-27,gotówka
20928,20928,1,2021-07-25,gotówka
20929,20929,1,2021-03-09,gotówka
20930,20930,1,2021-02-23,przelew
20931,20931,1,2021-09-07,przelew
20932,20932,1,2021-07-17,przelew
20933,20933,1,2021-10-22,przelew
20934,20934,1,2021-10-17,przelew
20935,20935,1,2021-08-02,gotówka
20936,20936,1,2021-09-26,przelew
20937,20937,1,2021-05-26,przelew
20938,20938,1,2021-08-20,przelew
20939,20939,1,2021-09-27,gotówka
20940,20940,1,2021-01-26,przelew
20941,20941,1,2021-08-17,przelew
20942,20942,1,2021-03-01,gotówka
20943,20943,1,2021-10-27,gotówka
20944,20944,1,2021-07-03,przelew
20945,20945,1,2021-10-01,przelew
20946,20946,1,2021-07-11,przelew
20947,20947,1,2021-10-19,przelew
20948,20948,1,2021-08-03,gotówka
20949,20949,1,2021-08-29,przelew
20950,20950,1,2021-05-11,przelew
20951,20951,1,2021-01-05,przelew
20952,20952,1,2021-05-04,gotówka
20953,20953,1,2021-10-08,przelew
20954,20954,1,2021-02-23,przelew
20955,20955,1,2021-10-02,gotówka
20956,20956,1,2021-06-07,przelew
20957,20957,1,2021-03-30,przelew
20958,20958,1,2021-03-30,przelew
20959,20959,1,2021-09-05,przelew
20960,20960,1,2021-02-21,przelew
20961,20961,1,2021-02-03,przelew
20962,20962,1,2021-10-21,przelew
20963,20963,1,2021-10-30,przelew
20964,20964,1,2021-05-22,gotówka
20965,20965,1,2021-06-13,przelew
20966,20966,1,2021-05-23,gotówka
20967,20967,1,2021-06-04,przelew
20968,20968,1,2021-06-24,gotówka
20969,20969,1,2021-07-25,przelew
20970,20970,1,2021-07-09,przelew
20971,20971,1,2021-07-10,przelew
20972,20972,1,2021-02-02,gotówka
20973,20973,1,2021-04-25,gotówka
20974,20974,1,2021-03-23,gotówka
20975,20975,0,NULL,gotówka
20976,20976,1,2021-02-21,gotówka
20977,20977,1,2021-06-06,gotówka
20978,20978,1,2021-09-02,przelew
20979,20979,1,2021-04-08,przelew
20980,20980,1,2021-07-08,przelew
20981,20981,1,2021-04-17,przelew
20982,20982,1,2021-08-12,przelew
20983,20983,1,2021-01-31,przelew
20984,20984,1,2021-06-12,przelew
20985,20985,0,NULL,przelew
20986,20986,1,2021-06-06,przelew
20987,20987,1,2021-06-17,gotówka
20988,20988,1,2021-06-17,gotówka
20989,20989,1,2021-02-14,przelew
20990,20990,1,2021-08-16,przelew
20991,20991,1,2021-01-01,gotówka
20992,20992,1,2021-02-13,przelew
20993,20993,1,2021-05-30,przelew
20994,20994,1,2021-09-24,gotówka
20995,20995,1,2021-05-17,gotówka
20996,20996,1,2021-01-27,gotówka
20997,20997,1,2021-10-13,przelew
20998,20998,1,2021-09-23,przelew
20999,20999,1,2021-05-20,przelew
21000,21000,1,2021-09-05,gotówka
21001,21001,1,2021-07-14,przelew
21002,21002,1,2021-02-05,gotówka
21003,21003,1,2021-10-20,przelew
21004,21004,1,2021-05-31,przelew
21005,21005,1,2021-05-23,gotówka
21006,21006,1,2021-01-17,przelew
21007,21007,1,2021-03-30,gotówka
21008,21008,1,2021-05-24,gotówka
21009,21009,1,2021-05-30,przelew
21010,21010,1,2021-04-28,gotówka
21011,21011,1,2021-10-16,przelew
21012,21012,1,2021-05-22,przelew
21013,21013,1,2021-02-28,gotówka
21014,21014,1,2021-05-13,przelew
21015,21015,1,2021-04-30,gotówka
21016,21016,1,2021-03-10,przelew
21017,21017,1,2021-09-27,przelew
21018,21018,1,2021-07-31,przelew
21019,21019,1,2021-03-01,przelew
21020,21020,1,2021-03-22,gotówka
21021,21021,1,2021-04-29,gotówka
21022,21022,1,2021-04-09,przelew
21023,21023,1,2021-03-11,przelew
21024,21024,1,2021-03-06,przelew
21025,21025,1,2021-03-11,gotówka
21026,21026,1,2021-06-05,gotówka
21027,21027,1,2021-05-29,gotówka
21028,21028,1,2021-06-04,przelew
21029,21029,1,2021-03-24,gotówka
21030,21030,1,2021-09-18,gotówka
21031,21031,1,2021-09-12,przelew
21032,21032,1,2021-06-12,gotówka
21033,21033,1,2021-09-10,gotówka
21034,21034,1,2021-10-15,przelew
21035,21035,1,2021-04-19,przelew
21036,21036,1,2021-10-12,przelew
21037,21037,1,2021-03-09,przelew
21038,21038,1,2021-09-17,przelew
21039,21039,1,2021-07-04,gotówka
21040,21040,1,2021-05-31,przelew
21041,21041,1,2021-08-10,przelew
21042,21042,1,2021-07-18,przelew
21043,21043,1,2021-06-11,gotówka
21044,21044,1,2021-10-12,przelew
21045,21045,1,2021-01-21,przelew
21046,21046,1,2021-03-15,przelew
21047,21047,1,2021-04-17,przelew
21048,21048,1,2021-01-10,gotówka
21049,21049,1,2021-01-01,przelew
21050,21050,1,2021-08-30,gotówka
21051,21051,1,2021-01-13,przelew
21052,21052,1,2021-09-08,przelew
21053,21053,1,2021-01-29,przelew
21054,21054,1,2021-07-19,przelew
21055,21055,1,2021-08-08,gotówka
21056,21056,1,2021-06-29,gotówka
21057,21057,1,2021-06-15,przelew
21058,21058,1,2021-07-09,przelew
21059,21059,1,2021-05-11,przelew
21060,21060,1,2021-01-14,przelew
21061,21061,1,2021-05-21,gotówka
21062,21062,1,2021-07-04,gotówka
21063,21063,1,2021-04-05,przelew
21064,21064,1,2021-02-07,przelew
21065,21065,1,2021-08-07,przelew
21066,21066,1,2021-07-25,gotówka
21067,21067,1,2021-01-12,przelew
21068,21068,1,2021-05-04,przelew
21069,21069,1,2021-05-18,przelew
21070,21070,1,2021-07-21,gotówka
21071,21071,1,2021-06-26,przelew
21072,21072,1,2021-01-23,przelew
21073,21073,1,2021-03-11,przelew
21074,21074,1,2021-09-10,przelew
21075,21075,1,2021-02-13,gotówka
21076,21076,1,2021-09-24,przelew
21077,21077,1,2021-10-08,gotówka
21078,21078,1,2021-05-30,przelew
21079,21079,1,2021-09-07,przelew
21080,21080,1,2021-10-20,przelew
21081,21081,1,2021-09-04,przelew
21082,21082,1,2021-06-26,gotówka
21083,21083,1,2021-08-11,gotówka
21084,21084,1,2021-04-04,przelew
21085,21085,1,2021-02-17,przelew
21086,21086,1,2021-03-25,przelew
21087,21087,1,2021-09-03,przelew
21088,21088,1,2021-03-02,gotówka
21089,21089,1,2021-07-06,przelew
21090,21090,1,2021-04-20,przelew
21091,21091,1,2021-01-20,gotówka
21092,21092,1,2021-08-27,przelew
21093,21093,1,2021-08-25,przelew
21094,21094,1,2021-09-20,gotówka
21095,21095,1,2021-04-03,przelew
21096,21096,1,2021-06-11,gotówka
21097,21097,1,2021-01-15,przelew
21098,21098,1,2021-08-25,przelew
21099,21099,1,2021-07-04,przelew
21100,21100,1,2021-01-26,gotówka
21101,21101,1,2021-01-27,przelew
21102,21102,1,2021-10-19,gotówka
21103,21103,1,2021-06-04,gotówka
21104,21104,1,2021-01-03,przelew
21105,21105,1,2021-05-27,gotówka
21106,21106,1,2021-04-24,przelew
21107,21107,1,2021-09-17,gotówka
21108,21108,1,2021-03-28,przelew
21109,21109,1,2021-03-16,gotówka
21110,21110,1,2021-09-15,przelew
21111,21111,1,2021-10-04,przelew
21112,21112,1,2021-08-19,gotówka
21113,21113,1,2021-06-11,przelew
21114,21114,1,2021-06-22,przelew
21115,21115,1,2021-06-13,gotówka
21116,21116,1,2021-01-17,przelew
21117,21117,1,2021-07-29,przelew
21118,21118,1,2021-03-28,przelew
21119,21119,1,2021-01-08,przelew
21120,21120,0,NULL,przelew
21121,21121,1,2021-03-18,przelew
21122,21122,1,2021-03-07,przelew
21123,21123,1,2021-09-08,gotówka
21124,21124,1,2021-08-16,gotówka
21125,21125,1,2021-09-15,gotówka
21126,21126,1,2021-01-20,gotówka
21127,21127,1,2021-04-30,przelew
21128,21128,1,2021-02-11,przelew
21129,21129,1,2021-02-28,przelew
21130,21130,1,2021-02-08,gotówka
21131,21131,1,2021-05-01,gotówka
21132,21132,1,2021-07-07,przelew
21133,21133,1,2021-05-05,przelew
21134,21134,1,2021-06-12,przelew
21135,21135,1,2021-09-05,przelew
21136,21136,1,2021-04-08,przelew
21137,21137,1,2021-04-18,przelew
21138,21138,1,2021-05-07,przelew
21139,21139,1,2021-09-02,przelew
21140,21140,1,2021-06-24,gotówka
21141,21141,1,2021-09-03,przelew
21142,21142,1,2021-02-03,przelew
21143,21143,1,2021-10-22,gotówka
21144,21144,1,2021-07-17,przelew
21145,21145,1,2021-09-19,gotówka
21146,21146,1,2021-08-12,przelew
21147,21147,1,2021-01-15,przelew
21148,21148,1,2021-04-01,przelew
21149,21149,1,2021-05-18,gotówka
21150,21150,1,2021-04-14,gotówka
21151,21151,1,2021-02-02,gotówka
21152,21152,1,2021-01-19,przelew
21153,21153,1,2021-01-11,przelew
21154,21154,1,2021-02-12,gotówka
21155,21155,1,2021-05-28,przelew
21156,21156,1,2021-06-24,gotówka
21157,21157,1,2021-10-25,przelew
21158,21158,1,2021-09-29,gotówka
21159,21159,1,2021-06-01,gotówka
21160,21160,1,2021-07-06,gotówka
21161,21161,1,2021-01-06,przelew
21162,21162,1,2021-06-27,przelew
21163,21163,1,2021-10-18,gotówka
21164,21164,1,2021-03-28,gotówka
21165,21165,1,2021-08-17,przelew
21166,21166,1,2021-05-03,przelew
21167,21167,1,2021-05-05,gotówka
21168,21168,1,2021-04-09,przelew
21169,21169,1,2021-09-01,gotówka
21170,21170,1,2021-06-23,przelew
21171,21171,1,2021-08-19,gotówka
21172,21172,1,2021-09-06,przelew
21173,21173,1,2021-04-14,przelew
21174,21174,1,2021-06-18,przelew
21175,21175,1,2021-03-19,przelew
21176,21176,1,2021-06-22,przelew
21177,21177,1,2021-08-26,przelew
21178,21178,1,2021-06-04,przelew
21179,21179,1,2021-10-21,przelew
21180,21180,1,2021-10-07,przelew
21181,21181,1,2021-08-28,przelew
21182,21182,1,2021-09-09,gotówka
21183,21183,1,2021-05-02,gotówka
21184,21184,1,2021-07-02,gotówka
21185,21185,1,2021-07-20,przelew
21186,21186,1,2021-03-27,gotówka
21187,21187,1,2021-07-29,gotówka
21188,21188,1,2021-08-27,gotówka
21189,21189,1,2021-07-14,gotówka
21190,21190,1,2021-06-28,przelew
21191,21191,1,2021-10-19,przelew
21192,21192,1,2021-07-03,przelew
21193,21193,1,2021-08-18,przelew
21194,21194,1,2021-01-26,przelew
21195,21195,1,2021-10-28,przelew
21196,21196,1,2021-10-29,przelew
21197,21197,1,2021-09-10,przelew
21198,21198,1,2021-10-08,przelew
21199,21199,1,2021-06-28,przelew
21200,21200,1,2021-04-13,przelew
21201,21201,1,2021-03-29,przelew
21202,21202,1,2021-04-19,przelew
21203,21203,1,2021-04-04,gotówka
21204,21204,1,2021-09-03,gotówka
21205,21205,1,2021-10-16,przelew
21206,21206,1,2021-06-26,gotówka
21207,21207,1,2021-03-28,przelew
21208,21208,1,2021-04-06,przelew
21209,21209,1,2021-02-28,przelew
21210,21210,1,2021-10-27,gotówka
21211,21211,1,2021-04-02,gotówka
21212,21212,1,2021-02-12,gotówka
21213,21213,1,2021-06-22,gotówka
21214,21214,1,2021-06-18,gotówka
21215,21215,1,2021-09-27,przelew
21216,21216,1,2021-05-20,gotówka
21217,21217,1,2021-03-22,przelew
21218,21218,1,2021-07-13,przelew
21219,21219,1,2021-08-30,przelew
21220,21220,1,2021-07-01,przelew
21221,21221,1,2021-10-08,przelew
21222,21222,1,2021-08-14,gotówka
21223,21223,1,2021-01-07,przelew
21224,21224,1,2021-07-25,gotówka
21225,21225,1,2021-04-08,przelew
21226,21226,1,2021-05-10,gotówka
21227,21227,1,2021-10-14,przelew
21228,21228,1,2021-10-06,przelew
21229,21229,1,2021-08-10,przelew
21230,21230,1,2021-04-04,przelew
21231,21231,1,2021-02-09,przelew
21232,21232,1,2021-08-29,przelew
21233,21233,1,2021-02-05,przelew
21234,21234,1,2021-05-18,przelew
21235,21235,1,2021-08-21,przelew
21236,21236,1,2021-07-18,przelew
21237,21237,1,2021-10-08,przelew
21238,21238,1,2021-06-01,przelew
21239,21239,1,2021-05-15,przelew
21240,21240,1,2021-09-02,gotówka
21241,21241,1,2021-06-23,przelew
21242,21242,1,2021-07-10,przelew
21243,21243,1,2021-06-30,gotówka
21244,21244,1,2021-03-10,gotówka
21245,21245,1,2021-09-19,przelew
21246,21246,0,NULL,przelew
21247,21247,1,2021-06-09,przelew
21248,21248,1,2021-02-21,przelew
21249,21249,1,2021-02-06,przelew
21250,21250,1,2021-07-16,przelew
21251,21251,1,2021-08-24,przelew
21252,21252,1,2021-09-17,przelew
21253,21253,1,2021-08-10,gotówka
21254,21254,1,2021-05-21,gotówka
21255,21255,1,2021-02-01,gotówka
21256,21256,1,2021-05-16,przelew
21257,21257,1,2021-07-31,przelew
21258,21258,1,2021-02-13,gotówka
21259,21259,1,2021-07-31,przelew
21260,21260,1,2021-01-20,gotówka
21261,21261,1,2021-05-18,przelew
21262,21262,1,2021-07-14,przelew
21263,21263,1,2021-09-19,przelew
21264,21264,1,2021-08-13,gotówka
21265,21265,1,2021-05-13,gotówka
21266,21266,1,2021-08-21,gotówka
21267,21267,1,2021-01-14,gotówka
21268,21268,1,2021-03-18,gotówka
21269,21269,1,2021-03-19,gotówka
