ID,ZLECENIE_ID,ADRESAT_ID,RODZAJ_PRZESYLKI,WYMIAR_X,WYMIAR_Y,WYMIAR_Z,WAGA,DATA_NADANIA
12035,6656,12094,list,33,10,4,892,2021-06-25
12036,6657,13944,paczka,41,94,89,18657,2021-07-25
12037,6658,16251,paleta,84,89,75,169800,2021-06-30
12038,6659,9144,paleta,98,97,73,73164,2021-10-29
12039,6660,12345,paczka,19,49,28,42057,2021-03-13
12040,6660,2532,paleta,98,93,86,116273,2021-03-13
12041,6660,829,list,43,27,9,41,2021-03-13
12042,6660,2741,paleta,57,89,59,177561,2021-03-13
12043,6661,1040,paleta,60,77,87,164780,2021-10-14
12044,6662,633,list,23,14,1,43,2021-10-18
12045,6662,14547,paleta,22,43,63,197388,2021-10-18
12046,6662,11201,paczka,76,39,2,25330,2021-10-18
12047,6663,2840,list,21,24,15,495,2021-06-28
12048,6664,12868,paczka,55,97,82,32620,2021-08-22
12049,6665,857,list,7,36,17,536,2021-04-15
12050,6666,3868,paczka,33,39,40,19236,2021-09-06
12051,6667,7838,paczka,70,82,2,20771,2021-10-20
12052,6667,16442,paleta,23,67,54,161382,2021-10-20
12053,6668,5345,paleta,40,28,67,77584,2021-05-04
12054,6668,19461,paleta,51,20,22,140906,2021-05-04
12055,6668,11452,paleta,56,29,78,58936,2021-05-04
12056,6668,12498,paleta,61,50,79,84610,2021-05-04
12057,6669,4940,paczka,19,90,80,42650,2021-10-23
12058,6670,3152,list,6,26,7,794,2021-03-29
12059,6670,15609,paczka,16,53,58,36887,2021-03-29
12060,6671,6353,list,42,21,16,11,2021-02-02
12061,6672,13478,paleta,95,39,52,52033,2021-05-05
12062,6672,4990,paleta,81,45,63,87858,2021-05-05
12063,6672,12549,paleta,27,75,79,156230,2021-05-05
12064,6673,2352,paleta,38,96,76,175845,2021-05-15
12065,6674,14299,paczka,89,86,47,26479,2021-05-27
12066,6674,12257,paleta,54,22,51,38720,2021-05-27
12067,6674,17760,paleta,82,88,74,187577,2021-05-27
12068,6675,6132,paczka,16,90,89,46495,2021-06-26
12069,6675,6661,paleta,50,59,69,92572,2021-06-26
12070,6675,17233,list,13,6,13,62,2021-06-26
12071,6676,9671,list,36,47,14,399,2021-04-13
12072,6677,12908,list,9,36,4,791,2021-10-15
12073,6677,1798,paleta,78,82,35,83577,2021-10-15
12074,6678,19046,paleta,21,61,70,34899,2021-03-01
12075,6678,10582,list,31,40,14,789,2021-03-01
12076,6678,3070,paleta,37,28,33,100518,2021-03-01
12077,6679,668,paleta,24,47,89,56467,2021-09-04
12078,6680,6582,list,35,7,17,450,2021-09-01
12079,6681,7529,paczka,19,42,23,17003,2021-08-13
12080,6682,9735,paczka,42,79,44,26650,2021-03-11
12081,6683,10727,list,29,16,16,496,2021-02-17
12082,6684,10328,paczka,75,84,21,47646,2021-04-04
12083,6685,654,paleta,68,67,64,91564,2021-01-12
12084,6686,7081,paczka,18,56,28,14924,2021-02-05
12085,6687,13476,list,24,49,2,466,2021-01-29
12086,6688,19167,paleta,72,56,91,96272,2021-10-25
12087,6688,5268,paczka,76,91,46,35223,2021-10-25
12088,6689,10678,paczka,69,66,96,38640,2021-08-21
12089,6690,14052,paczka,92,29,48,29781,2021-09-01
12090,6690,2890,paczka,44,80,66,40937,2021-09-01
12091,6690,10572,paleta,26,36,62,178141,2021-09-01
12092,6690,18786,paczka,94,58,48,19340,2021-09-01
12093,6691,14463,paczka,55,76,79,35166,2021-10-09
12094,6691,6985,paleta,21,34,37,37439,2021-10-09
12095,6691,10206,paczka,54,94,78,30143,2021-10-09
12096,6692,5827,list,7,19,4,83,2021-05-22
12097,6693,6517,list,19,21,15,938,2021-06-05
12098,6694,11972,paleta,30,48,52,76708,2021-10-02
12099,6695,6274,list,22,18,14,293,2021-10-09
12100,6696,5269,paczka,91,86,29,22228,2021-02-08
12101,6697,16373,list,40,24,16,501,2021-07-13
12102,6697,18912,list,42,5,7,907,2021-07-13
12103,6698,7180,list,47,33,4,119,2021-09-08
12104,6699,6957,list,31,14,3,198,2021-01-15
12105,6700,18988,list,18,33,17,255,2021-10-21
12106,6701,11264,list,13,45,2,951,2021-07-03
12107,6701,405,paleta,44,89,92,127165,2021-07-03
12108,6701,11504,list,48,34,4,925,2021-07-03
12109,6702,8644,list,18,41,6,192,2021-10-27
12110,6703,15422,paczka,17,23,39,18363,2021-06-21
12111,6703,9874,paczka,35,29,78,7276,2021-06-21
12112,6704,7885,paleta,81,35,50,111402,2021-09-16
12113,6705,16955,paczka,78,77,32,14624,2021-02-07
12114,6705,12889,paleta,24,74,21,150167,2021-02-07
12115,6706,18511,paleta,59,45,35,70077,2021-10-21
12116,6707,10822,list,13,28,2,618,2021-10-11
12117,6707,9751,list,22,10,13,442,2021-10-11
12118,6708,8048,list,46,42,8,575,2021-09-14
12119,6709,10750,paleta,74,53,91,184438,2021-06-22
12120,6709,16137,paczka,89,27,20,15756,2021-06-22
12121,6709,12990,paleta,36,46,58,32486,2021-06-22
12122,6710,5248,list,46,26,4,720,2021-08-16
12123,6711,11201,list,21,26,5,120,2021-01-19
12124,6712,4434,paczka,90,12,77,27567,2021-09-16
12125,6713,4716,paczka,42,12,42,13254,2021-05-27
12126,6714,430,paczka,12,27,77,29426,2021-06-12
12127,6714,4269,paczka,66,88,27,31045,2021-06-12
12128,6714,15515,list,44,13,5,102,2021-06-12
12129,6715,5559,paleta,55,27,26,150177,2021-08-29
12130,6716,6723,paczka,54,66,86,19036,2021-03-04
12131,6716,18902,paczka,11,78,59,17329,2021-03-04
12132,6716,9394,paleta,89,56,97,177239,2021-03-04
12133,6717,12816,list,32,47,13,359,2021-08-06
12134,6718,19538,paleta,27,20,72,99519,2021-09-18
12135,6718,19464,paleta,74,90,49,137088,2021-09-18
12136,6718,5854,paczka,87,55,12,42822,2021-09-18
12137,6718,13759,paczka,26,15,23,18073,2021-09-18
12138,6719,6245,list,34,28,13,982,2021-01-28
12139,6719,19477,list,13,43,3,181,2021-01-28
12140,6719,18481,paczka,38,66,75,32911,2021-01-28
12141,6719,12566,paczka,54,7,2,11857,2021-01-28
12142,6720,163,list,26,17,2,886,2021-09-06
12143,6720,18590,paczka,95,9,59,4302,2021-09-06
12144,6721,3846,list,22,9,4,505,2021-05-10
12145,6721,7022,list,44,26,12,848,2021-05-10
12146,6722,1575,paczka,50,73,80,45105,2021-05-11
12147,6722,9229,paleta,43,21,96,160168,2021-05-11
12148,6722,19102,paleta,95,24,77,146972,2021-05-11
12149,6723,9146,list,27,46,4,622,2021-05-02
12150,6724,11832,paczka,23,82,71,28727,2021-09-15
12151,6724,11404,paleta,95,44,58,146098,2021-09-15
12152,6724,12960,paleta,77,53,28,156530,2021-09-15
12153,6724,19827,list,40,20,2,24,2021-09-15
12154,6725,15713,list,9,47,4,920,2021-04-05
12155,6726,8962,list,5,42,1,980,2021-02-27
12156,6726,5025,paleta,78,46,63,135471,2021-02-27
12157,6726,12350,paleta,54,77,97,117076,2021-02-27
12158,6726,4031,list,16,8,18,448,2021-02-27
12159,6727,10426,paleta,54,88,54,135851,2021-01-02
12160,6727,7154,list,8,39,12,859,2021-01-02
12161,6727,13898,list,6,39,6,680,2021-01-02
12162,6728,2749,list,12,44,10,489,2021-04-20
12163,6728,591,list,8,32,19,604,2021-04-20
12164,6728,1611,paleta,45,22,54,132384,2021-04-20
12165,6728,5551,paleta,47,97,54,128833,2021-04-20
12166,6729,11498,paczka,77,12,37,24990,2021-01-30
12167,6730,8655,paczka,94,30,54,42859,2021-10-06
12168,6731,19424,paczka,90,86,48,20391,2021-04-08
12169,6731,15665,list,36,35,5,957,2021-04-08
12170,6731,5860,paczka,63,49,25,33025,2021-04-08
12171,6732,8763,paczka,58,28,17,48563,2021-01-02
12172,6733,2530,list,24,43,18,951,2021-05-06
12173,6734,14542,paczka,97,75,58,34008,2021-10-10
12174,6734,17861,paleta,93,60,40,27021,2021-10-10
12175,6735,10628,list,49,16,2,553,2021-02-05
12176,6736,3811,list,5,24,3,529,2021-08-15
12177,6737,5185,paleta,82,98,80,110067,2021-01-12
12178,6737,4681,paczka,19,28,69,38096,2021-01-12
12179,6737,16454,list,22,29,16,615,2021-01-12
12180,6738,15010,list,37,10,1,349,2021-09-02
12181,6738,13120,list,48,15,4,276,2021-09-02
12182,6739,5469,paleta,38,59,28,47858,2021-09-12
12183,6740,12827,paczka,20,21,53,33201,2021-04-04
12184,6741,14866,paczka,56,90,14,17031,2021-01-27
12185,6741,13135,paleta,31,60,77,100789,2021-01-27
12186,6741,17421,paczka,14,24,48,5321,2021-01-27
12187,6741,6177,paleta,67,49,49,93438,2021-01-27
12188,6742,16454,list,10,9,6,78,2021-05-21
12189,6742,17577,paczka,61,28,75,40481,2021-05-21
12190,6742,238,paleta,68,60,60,166537,2021-05-21
12191,6742,16266,list,15,27,9,951,2021-05-21
12192,6743,13741,paczka,93,93,77,38238,2021-10-11
12193,6744,3542,list,40,7,19,980,2021-10-09
12194,6745,13866,list,23,13,12,163,2021-04-25
12195,6745,3138,list,40,6,5,899,2021-04-25
12196,6745,14395,paczka,19,35,18,42219,2021-04-25
12197,6746,19405,list,35,14,11,691,2021-05-25
12198,6747,7546,paczka,87,90,45,24496,2021-08-19
12199,6747,9919,list,46,32,9,931,2021-08-19
12200,6748,7851,paleta,22,46,39,168094,2021-05-20
12201,6749,17695,paczka,59,39,4,594,2021-08-18
12202,6750,2000,paleta,61,82,91,144182,2021-03-26
12203,6751,17900,paczka,26,85,79,49361,2021-07-10
12204,6752,990,paczka,90,93,28,49363,2021-02-03
12205,6752,19502,paleta,93,81,97,140009,2021-02-03
12206,6753,16576,list,49,21,18,766,2021-02-20
12207,6754,19530,paleta,74,87,51,78215,2021-03-31
12208,6755,18964,paleta,69,50,94,180286,2021-03-19
12209,6756,18120,paleta,66,60,20,130133,2021-04-24
12210,6757,836,paleta,65,32,32,66253,2021-05-27
12211,6758,10272,paleta,94,57,77,143519,2021-04-28
12212,6759,1201,paczka,81,50,91,45831,2021-10-17
12213,6760,7827,paczka,22,11,5,25309,2021-09-05
12214,6760,8928,paczka,73,44,66,31703,2021-09-05
12215,6761,4648,list,39,35,13,257,2021-02-05
12216,6762,10405,paleta,53,56,30,35424,2021-07-14
12217,6762,2434,paleta,51,96,60,121087,2021-07-14
12218,6762,10790,paleta,30,93,82,134319,2021-07-14
12219,6763,3155,paleta,53,63,96,155502,2021-09-19
12220,6763,19972,paczka,11,36,82,7465,2021-09-19
12221,6764,11917,paczka,69,22,36,31957,2021-01-24
12222,6765,7875,paleta,97,48,93,94401,2021-06-07
12223,6766,15381,paczka,51,8,68,4510,2021-08-07
12224,6766,13404,paczka,67,83,74,49582,2021-08-07
12225,6766,13296,list,44,14,7,378,2021-08-07
12226,6766,10255,paleta,89,70,44,96410,2021-08-07
12227,6767,8222,list,30,41,16,945,2021-07-25
12228,6767,9727,paczka,26,45,24,18902,2021-07-25
12229,6767,4828,list,39,7,13,385,2021-07-25
12230,6768,6405,list,27,18,2,931,2021-07-16
12231,6768,366,paczka,15,88,84,35317,2021-07-16
12232,6768,13388,paczka,71,36,86,45780,2021-07-16
12233,6768,9016,list,17,9,15,773,2021-07-16
12234,6769,1860,paleta,33,84,86,119888,2021-10-30
12235,6769,2209,paczka,18,93,82,45001,2021-10-30
12236,6769,18254,paczka,23,23,88,22760,2021-10-30
12237,6770,15416,paleta,51,42,83,189305,2021-07-13
12238,6770,14750,list,15,16,9,492,2021-07-13
12239,6771,12227,list,21,13,17,129,2021-10-30
12240,6772,7605,paczka,16,31,38,15181,2021-10-12
12241,6773,12812,paleta,84,28,61,196378,2021-02-25
12242,6774,7642,paleta,98,74,96,112499,2021-06-05
12243,6775,10839,list,8,23,7,456,2021-05-16
12244,6776,12802,paleta,55,91,70,48913,2021-02-18
12245,6776,13742,paczka,84,48,3,47539,2021-02-18
12246,6776,1243,paleta,72,24,79,162434,2021-02-18
12247,6777,16175,paleta,59,91,54,159012,2021-03-13
12248,6778,12986,paczka,37,32,90,9107,2021-08-04
12249,6779,1525,paleta,45,98,22,34405,2021-10-22
12250,6779,9283,paczka,64,48,58,18811,2021-10-22
12251,6779,18462,paleta,22,85,31,98326,2021-10-22
12252,6779,18176,list,21,12,4,111,2021-10-22
12253,6780,1209,paleta,51,74,64,37184,2021-01-18
12254,6781,7293,paczka,49,66,47,28332,2021-08-15
12255,6781,18749,list,47,28,5,70,2021-08-15
12256,6781,16752,paleta,43,41,34,83269,2021-08-15
12257,6781,16838,list,42,7,8,200,2021-08-15
12258,6782,3545,paczka,30,87,91,14740,2021-01-09
12259,6783,7110,list,20,36,4,422,2021-09-02
12260,6784,2449,paczka,66,78,38,45693,2021-05-16
12261,6784,9522,list,36,31,19,680,2021-05-16
12262,6785,5907,list,12,48,1,736,2021-10-11
12263,6785,14772,paczka,24,12,32,14144,2021-10-11
12264,6785,7054,paleta,64,80,74,46061,2021-10-11
12265,6786,18138,list,29,45,17,825,2021-02-22
12266,6787,1070,list,18,29,1,222,2021-06-25
12267,6787,14980,paczka,38,74,35,4317,2021-06-25
12268,6787,9616,paleta,92,91,46,96548,2021-06-25
12269,6788,13087,paczka,99,13,19,39005,2021-03-04
12270,6789,18091,paczka,81,5,25,37355,2021-02-25
12271,6789,14139,paleta,60,61,66,69088,2021-02-25
12272,6789,19637,paleta,73,54,62,69222,2021-02-25
12273,6790,19748,list,23,5,4,767,2021-06-08
12274,6791,10995,paleta,95,24,24,28127,2021-06-05
12275,6792,17055,paczka,70,92,16,49726,2021-06-01
12276,6792,15616,list,26,32,7,615,2021-06-01
12277,6793,14603,paleta,97,66,38,169406,2021-04-28
12278,6794,6672,paczka,16,7,4,18549,2021-01-02
12279,6795,5866,paleta,56,56,62,29441,2021-04-04
12280,6796,6974,list,24,13,6,206,2021-02-03
12281,6797,1597,paleta,42,21,74,66651,2021-02-22
12282,6798,1536,paleta,64,81,41,108627,2021-06-21
12283,6799,9096,paleta,48,95,43,99001,2021-08-10
12284,6800,3560,list,15,33,15,37,2021-10-05
12285,6800,9201,paczka,80,86,97,16162,2021-10-05
12286,6800,7448,paczka,22,46,26,28146,2021-10-05
12287,6800,15130,paleta,78,80,71,66182,2021-10-05
12288,6801,14348,paczka,73,91,22,40163,2021-01-08
12289,6802,8139,paleta,96,87,96,165488,2021-07-05
12290,6803,3630,paczka,84,52,60,19641,2021-09-30
12291,6804,11529,paleta,63,68,30,106606,2021-08-03
12292,6805,10679,paleta,80,71,39,143347,2021-10-21
12293,6805,8176,paleta,88,36,28,118379,2021-10-21
12294,6806,14910,paleta,57,61,77,180776,2021-03-29
12295,6806,9427,list,34,33,16,941,2021-03-29
12296,6806,14120,paleta,58,37,37,57974,2021-03-29
12297,6806,9765,list,21,47,12,316,2021-03-29
12298,6807,56,list,31,36,2,953,2021-01-14
12299,6808,1478,paleta,84,48,32,69776,2021-08-20
12300,6809,16494,list,17,41,8,587,2021-07-07
12301,6810,3347,paleta,72,44,37,80351,2021-03-18
12302,6811,15504,paleta,39,40,38,129641,2021-07-12
12303,6812,18251,paczka,76,35,37,12757,2021-10-16
12304,6813,778,paleta,71,86,70,178863,2021-04-30
12305,6814,3187,list,23,5,1,49,2021-09-29
12306,6814,9112,list,8,38,8,891,2021-09-29
12307,6815,16370,paczka,60,82,68,17488,2021-02-16
12308,6816,15922,list,40,10,10,944,2021-05-03
12309,6817,10750,paleta,70,38,69,28171,2021-02-01
12310,6818,5703,paczka,24,93,70,24336,2021-07-08
12311,6819,13004,paleta,72,36,54,121033,2021-04-29
12312,6820,19202,list,40,24,10,367,2021-08-19
12313,6820,930,list,13,14,1,479,2021-08-19
12314,6820,6341,paleta,97,25,84,100411,2021-08-19
12315,6821,1659,paczka,11,5,15,43911,2021-04-22
12316,6822,4231,paczka,49,18,41,35348,2021-06-18
12317,6823,10268,list,16,25,8,931,2021-08-10
12318,6824,12025,list,11,46,1,884,2021-08-21
12319,6825,15266,paczka,28,37,60,44547,2021-07-24
12320,6826,7083,list,6,31,8,303,2021-01-11
12321,6826,7420,list,24,37,3,695,2021-01-11
12322,6827,4658,paczka,31,49,40,7926,2021-09-25
12323,6827,1074,paleta,29,88,84,141464,2021-09-25
12324,6827,18509,list,25,11,3,587,2021-09-25
12325,6827,4306,paleta,21,33,99,169647,2021-09-25
12326,6828,13415,paleta,46,93,26,141588,2021-03-25
12327,6829,18853,list,36,45,17,967,2021-05-24
12328,6830,15159,paleta,97,29,97,154813,2021-04-10
12329,6830,19318,list,25,49,11,343,2021-04-10
12330,6830,5204,paleta,99,42,97,125324,2021-04-10
12331,6830,13018,paczka,78,37,54,48181,2021-04-10
12332,6831,12539,paczka,82,98,35,11271,2021-04-26
12333,6831,7495,paczka,69,68,96,47264,2021-04-26
12334,6831,7497,paczka,89,37,35,47099,2021-04-26
12335,6832,14205,paleta,55,73,60,174942,2021-01-05
12336,6833,3872,paleta,80,61,43,95111,2021-08-18
12337,6834,18083,paczka,8,73,50,17362,2021-03-24
12338,6835,11989,paleta,97,54,22,40257,2021-06-15
12339,6835,450,list,27,8,17,175,2021-06-15
12340,6835,10938,paleta,40,55,86,117497,2021-06-15
12341,6836,16862,paleta,63,92,41,53549,2021-10-24
12342,6836,12141,paleta,25,91,27,25737,2021-10-24
12343,6836,5477,paleta,79,84,49,25253,2021-10-24
12344,6837,14915,paleta,80,67,96,191243,2021-08-05
12345,6838,1771,paczka,25,34,93,5160,2021-07-24
12346,6839,7138,paczka,24,8,52,49081,2021-09-22
12347,6839,4926,paczka,63,51,75,26405,2021-09-22
12348,6839,1072,list,5,23,18,192,2021-09-22
12349,6839,18405,paczka,71,62,81,15086,2021-09-22
12350,6840,15441,paleta,61,48,25,62458,2021-10-14
12351,6840,8196,paczka,45,77,82,13971,2021-10-14
12352,6841,129,list,34,44,15,156,2021-06-28
12353,6842,5153,paczka,11,86,92,40540,2021-03-04
12354,6842,4864,paleta,90,44,75,176863,2021-03-04
12355,6842,14663,paleta,22,33,85,73692,2021-03-04
12356,6842,13774,paczka,62,7,1,1069,2021-03-04
12357,6843,6625,paleta,30,45,91,130022,2021-03-03
12358,6843,6623,list,12,19,9,584,2021-03-03
12359,6843,14988,paleta,81,79,72,140492,2021-03-03
12360,6843,11384,list,27,44,18,540,2021-03-03
12361,6844,4030,list,30,36,10,250,2021-10-11
12362,6845,10440,paleta,65,63,23,154842,2021-10-07
12363,6845,1427,list,36,8,16,848,2021-10-07
12364,6845,2884,paczka,82,51,40,40381,2021-10-07
12365,6846,8182,list,26,18,2,101,2021-09-19
12366,6846,16632,paczka,47,27,39,17385,2021-09-19
12367,6846,19731,list,25,11,3,915,2021-09-19
12368,6847,16227,list,12,41,15,554,2021-10-09
12369,6848,10244,paczka,30,33,24,9665,2021-06-17
12370,6849,10550,list,25,47,19,429,2021-04-28
12371,6849,5063,paleta,92,49,80,96255,2021-04-28
12372,6849,18200,paleta,56,60,24,39951,2021-04-28
12373,6850,12298,paleta,97,87,79,162649,2021-03-01
12374,6850,6281,paleta,36,64,76,142562,2021-03-01
12375,6850,7993,paczka,78,34,73,33815,2021-03-01
12376,6850,14260,paczka,58,95,48,25882,2021-03-01
12377,6851,13087,paczka,69,66,90,27343,2021-05-21
12378,6852,14578,paczka,95,81,7,24340,2021-07-17
12379,6852,2997,paleta,81,74,83,196208,2021-07-17
12380,6852,9972,paleta,46,95,94,38537,2021-07-17
12381,6852,12009,list,23,25,18,666,2021-07-17
12382,6853,129,list,27,28,16,933,2021-08-29
12383,6854,11102,paleta,34,55,25,102339,2021-04-01
12384,6855,18242,paczka,92,81,40,7498,2021-04-17
12385,6856,13183,paleta,55,41,91,177887,2021-04-08
12386,6856,8090,paleta,71,81,69,94387,2021-04-08
12387,6856,11923,paczka,40,8,27,44195,2021-04-08
12388,6857,6349,list,43,37,2,609,2021-08-13
12389,6857,17857,list,43,5,1,44,2021-08-13
12390,6857,9761,list,35,25,14,256,2021-08-13
12391,6858,17389,paczka,51,93,89,32152,2021-06-10
12392,6859,19613,list,29,38,19,285,2021-09-19
12393,6860,13312,list,18,35,11,545,2021-02-08
12394,6860,13067,paczka,54,7,5,25327,2021-02-08
12395,6860,13823,list,14,26,10,327,2021-02-08
12396,6860,1786,paleta,25,75,28,129639,2021-02-08
12397,6861,8589,paczka,23,45,25,1267,2021-10-07
12398,6862,17953,paczka,5,98,98,41219,2021-01-03
12399,6863,6464,list,22,44,5,19,2021-09-01
12400,6864,19793,list,37,23,17,634,2021-06-23
12401,6865,7836,paleta,97,69,89,69837,2021-06-14
12402,6866,17559,paczka,71,18,33,12333,2021-07-07
12403,6866,3374,paczka,29,10,25,15497,2021-07-07
12404,6866,5246,paleta,64,39,26,62489,2021-07-07
12405,6867,1946,paleta,67,32,86,28859,2021-05-22
12406,6867,18674,paczka,78,35,42,30734,2021-05-22
12407,6867,8239,paczka,82,36,33,10302,2021-05-22
12408,6868,16313,paczka,60,49,46,45840,2021-05-01
12409,6869,12595,paczka,82,72,85,34939,2021-10-01
12410,6870,4024,paleta,41,81,70,146286,2021-09-04
12411,6870,18443,list,24,40,6,868,2021-09-04
12412,6870,3851,list,34,39,13,198,2021-09-04
12413,6870,11901,paczka,59,54,43,5379,2021-09-04
12414,6871,8334,paczka,46,12,28,43678,2021-08-15
12415,6872,8940,paczka,33,65,54,40685,2021-01-16
12416,6873,9793,list,49,36,15,412,2021-05-24
12417,6874,12674,paleta,95,85,28,50723,2021-02-09
12418,6874,10593,paleta,43,38,57,75498,2021-02-09
12419,6874,15061,paczka,92,31,44,22314,2021-02-09
12420,6874,5762,paczka,50,70,73,6825,2021-02-09
12421,6875,16095,list,41,35,4,550,2021-04-08
12422,6876,11344,list,23,39,4,333,2021-07-09
12423,6877,5531,list,7,16,9,641,2021-07-29
12424,6878,17949,list,7,27,14,182,2021-08-28
12425,6878,9139,paczka,65,95,69,31860,2021-08-28
12426,6878,5674,paleta,46,20,34,193205,2021-08-28
12427,6878,15800,paczka,64,40,17,15514,2021-08-28
12428,6879,1814,list,37,10,4,431,2021-08-04
12429,6879,16948,list,47,6,13,216,2021-08-04
12430,6879,7297,list,14,37,13,317,2021-08-04
12431,6879,2718,paleta,94,82,34,158745,2021-08-04
12432,6880,294,paczka,77,47,24,9588,2021-04-13
12433,6881,6329,list,40,45,4,896,2021-02-15
12434,6882,19462,list,37,49,9,770,2021-05-26
12435,6882,6028,paczka,46,68,90,2766,2021-05-26
12436,6882,13483,paleta,41,94,35,60753,2021-05-26
12437,6883,17028,paczka,68,15,70,40047,2021-05-11
12438,6884,18440,paczka,88,93,81,49087,2021-02-06
12439,6885,17250,paczka,72,58,65,8022,2021-08-04
12440,6885,13509,list,43,41,10,763,2021-08-04
12441,6886,2748,list,17,35,13,208,2021-05-14
12442,6886,6807,list,19,27,8,225,2021-05-14
12443,6887,10912,paleta,77,40,34,186477,2021-07-06
12444,6888,19651,list,46,34,9,53,2021-06-04
12445,6888,19148,paleta,23,53,32,41026,2021-06-04
12446,6889,19281,paczka,92,99,94,35644,2021-08-22
12447,6890,14576,list,26,11,19,150,2021-05-19
12448,6890,10482,list,23,31,9,411,2021-05-19
12449,6890,14815,paleta,71,85,20,190219,2021-05-19
12450,6891,16897,paleta,39,50,58,126434,2021-07-29
12451,6891,16564,list,37,40,7,805,2021-07-29
12452,6891,4299,paczka,78,37,49,24979,2021-07-29
12453,6891,8186,list,21,44,9,104,2021-07-29
12454,6892,16159,paleta,49,45,42,85906,2021-04-21
12455,6893,16606,paleta,97,59,32,48009,2021-06-22
12456,6894,1473,list,6,10,13,100,2021-01-05
12457,6895,9556,list,40,16,3,201,2021-02-06
12458,6896,18042,paleta,57,62,24,130095,2021-05-29
12459,6897,10844,paleta,40,80,24,66048,2021-08-03
12460,6898,17022,paleta,45,83,97,130615,2021-01-27
12461,6898,3226,list,29,19,6,702,2021-01-27
12462,6898,6772,paleta,43,49,53,170476,2021-01-27
12463,6898,6413,list,18,25,11,197,2021-01-27
12464,6899,519,paleta,74,99,75,52888,2021-03-16
12465,6900,18515,paleta,62,27,57,70235,2021-09-02
12466,6900,6547,paleta,54,91,96,149964,2021-09-02
12467,6901,16599,list,36,13,9,31,2021-08-14
12468,6902,12258,paczka,93,83,41,37959,2021-03-22
12469,6903,3214,list,21,17,11,19,2021-05-28
12470,6904,3082,list,38,46,15,877,2021-07-13
12471,6905,3893,list,10,24,12,765,2021-06-07
12472,6906,6688,paczka,48,60,69,41955,2021-08-28
12473,6906,10784,paleta,25,59,77,150231,2021-08-28
12474,6907,11132,paleta,95,34,31,126262,2021-10-28
12475,6908,10774,list,19,31,12,620,2021-01-11
12476,6909,19001,paczka,54,73,3,39830,2021-08-06
12477,6910,13714,list,7,44,6,788,2021-02-16
12478,6911,11693,paczka,75,91,59,49644,2021-03-29
12479,6911,5164,paczka,54,60,25,5112,2021-03-29
12480,6912,13461,paczka,99,72,95,41987,2021-01-06
12481,6913,5469,list,8,44,19,772,2021-02-09
12482,6914,3167,paczka,29,14,63,10529,2021-09-07
12483,6915,19240,list,37,41,5,972,2021-10-13
12484,6915,10237,paleta,71,54,47,152509,2021-10-13
12485,6915,16767,list,43,40,19,773,2021-10-13
12486,6916,19603,paleta,81,44,44,100320,2021-01-02
12487,6916,15076,paleta,28,61,78,92387,2021-01-02
12488,6916,15295,list,38,39,8,363,2021-01-02
12489,6917,17218,list,42,13,8,412,2021-06-17
12490,6917,5194,paleta,98,49,51,153135,2021-06-17
12491,6918,14106,list,21,23,4,234,2021-04-25
12492,6918,11543,paczka,25,5,79,37833,2021-04-25
12493,6918,13028,paleta,59,69,30,80571,2021-04-25
12494,6918,17538,list,15,27,12,431,2021-04-25
12495,6919,14980,list,39,29,19,655,2021-04-30
12496,6920,11005,list,40,9,16,19,2021-03-25
12497,6920,12322,paleta,39,30,58,190946,2021-03-25
12498,6920,15533,list,37,44,2,405,2021-03-25
12499,6921,18312,list,45,45,6,41,2021-04-15
12500,6921,19461,list,15,35,17,572,2021-04-15
12501,6921,13013,list,11,36,17,600,2021-04-15
12502,6922,2367,paleta,40,53,33,64346,2021-02-23
12503,6923,14579,paczka,97,69,14,18467,2021-08-16
12504,6923,15837,paczka,61,12,65,38760,2021-08-16
12505,6923,15455,paczka,76,73,59,30997,2021-08-16
12506,6924,15505,list,39,25,15,476,2021-07-18
12507,6924,10009,paleta,92,61,51,60183,2021-07-18
12508,6925,1114,paczka,69,65,11,25902,2021-10-20
12509,6926,8054,paleta,70,55,88,104455,2021-03-03
12510,6926,9639,paleta,54,97,89,71262,2021-03-03
12511,6926,11916,list,24,5,15,608,2021-03-03
12512,6926,6873,list,27,18,9,505,2021-03-03
12513,6927,13677,list,17,28,18,802,2021-08-15
12514,6927,13972,list,39,8,3,133,2021-08-15
12515,6927,11752,paleta,56,50,70,91111,2021-08-15
12516,6927,9728,list,39,19,18,908,2021-08-15
12517,6928,14994,paczka,56,10,76,41009,2021-09-07
12518,6929,15440,paleta,59,63,54,96249,2021-10-12
12519,6930,3625,paczka,42,66,50,22585,2021-07-12
12520,6930,5211,paleta,23,31,52,144971,2021-07-12
12521,6930,3756,paczka,56,7,47,27058,2021-07-12
12522,6931,8285,paleta,52,21,23,118930,2021-02-10
12523,6931,8834,paczka,33,16,93,36677,2021-02-10
12524,6932,2588,paczka,92,89,75,42500,2021-09-01
12525,6932,3450,paczka,57,58,16,31748,2021-09-01
12526,6932,1254,paczka,68,66,78,30727,2021-09-01
12527,6932,2745,paleta,67,74,33,139159,2021-09-01
12528,6933,12971,paczka,32,41,89,15770,2021-10-18
12529,6934,1326,paczka,5,12,76,31650,2021-03-28
12530,6935,9320,paczka,90,78,15,26423,2021-07-29
12531,6936,19089,list,48,33,9,267,2021-01-15
12532,6937,14044,paczka,89,85,97,14949,2021-01-01
