ID,ZLECENIE_ID,ADRESAT_ID,RODZAJ_PRZESYLKI,WYMIAR_X,WYMIAR_Y,WYMIAR_Z,WAGA,DATA_NADANIA
3185,1792,103,paleta,36,43,37,105738,2021-09-30
3186,1793,1213,paczka,97,51,99,26129,2021-01-26
3187,1794,4397,paleta,61,90,30,89089,2021-01-25
3188,1794,3594,paleta,82,42,45,90694,2021-01-25
3189,1794,2384,list,23,18,11,845,2021-01-25
3190,1794,3885,paczka,82,69,52,28990,2021-01-25
3191,1795,2756,list,31,38,14,776,2021-08-24
3192,1796,4657,paleta,44,46,59,92908,2021-05-23
3193,1796,4663,list,20,31,12,43,2021-05-23
3194,1796,3623,list,27,5,2,106,2021-05-23
3195,1797,2865,paleta,37,30,78,136399,2021-02-28
3196,1798,1002,paleta,40,86,59,160428,2021-06-22
3197,1798,1018,paczka,37,18,57,5465,2021-06-22
3198,1798,2412,paczka,13,80,59,22410,2021-06-22
3199,1798,2355,list,21,35,9,153,2021-06-22
3200,1799,3831,paczka,51,97,15,29743,2021-07-04
3201,1800,1609,list,25,35,7,225,2021-01-18
3202,1801,4592,paleta,73,78,45,143932,2021-08-19
3203,1802,456,paleta,67,83,97,119436,2021-02-20
3204,1803,4552,paleta,24,64,42,28977,2021-08-26
3205,1804,2570,paleta,89,51,79,87813,2021-04-09
3206,1805,4901,paleta,50,91,42,156610,2021-03-09
3207,1806,1185,paczka,78,96,28,41183,2021-02-12
3208,1807,2987,paleta,95,92,45,171850,2021-05-21
3209,1807,4423,paleta,22,41,25,93269,2021-05-21
3210,1807,1596,list,23,27,1,435,2021-05-21
3211,1807,1024,paleta,53,35,58,125793,2021-05-21
3212,1808,1835,list,7,18,10,526,2021-01-15
3213,1809,2852,list,25,32,8,675,2021-08-16
3214,1810,4422,paczka,37,17,6,7625,2021-06-05
3215,1811,3995,paleta,30,59,63,135104,2021-04-04
3216,1811,280,list,33,34,2,447,2021-04-04
3217,1811,3368,paleta,28,30,99,82504,2021-04-04
3218,1812,4388,paleta,95,51,60,63107,2021-05-19
3219,1813,206,paczka,54,95,3,47849,2021-01-12
3220,1813,3257,list,14,37,13,102,2021-01-12
3221,1813,3319,list,7,23,13,52,2021-01-12
3222,1814,841,list,35,36,14,654,2021-02-11
3223,1815,1266,paleta,28,90,88,176763,2021-03-29
3224,1815,3185,list,33,33,4,150,2021-03-29
3225,1816,29,list,27,6,11,432,2021-05-09
3226,1817,4497,paleta,94,80,36,96352,2021-07-20
3227,1817,3831,paczka,27,62,14,29461,2021-07-20
3228,1817,203,paczka,68,47,94,4682,2021-07-20
3229,1817,1763,list,44,25,6,540,2021-07-20
3230,1818,1173,paleta,65,33,26,61603,2021-05-26
3231,1819,909,list,37,17,2,987,2021-02-14
3232,1819,2643,list,24,30,12,800,2021-02-14
3233,1820,1833,paleta,57,73,74,199683,2021-05-31
3234,1820,2444,paleta,22,26,95,198927,2021-05-31
3235,1820,2125,paczka,61,19,46,44721,2021-05-31
3236,1820,1948,paleta,31,21,30,125352,2021-05-31
3237,1821,3396,list,36,25,19,11,2021-04-21
3238,1821,1664,paczka,49,48,54,48343,2021-04-21
3239,1821,2273,list,8,27,6,99,2021-04-21
3240,1822,4692,paczka,19,90,51,48614,2021-07-18
3241,1823,779,paleta,43,25,45,185682,2021-10-24
3242,1823,1637,paczka,92,12,69,16127,2021-10-24
3243,1823,2893,list,33,27,16,345,2021-10-24
3244,1823,2939,paleta,21,84,83,84078,2021-10-24
3245,1824,452,paleta,39,65,25,129034,2021-07-12
3246,1825,4097,list,21,43,6,677,2021-09-25
3247,1826,2016,list,32,27,8,362,2021-02-02
3248,1827,3006,paczka,59,23,48,26982,2021-01-11
3249,1828,1811,list,49,32,17,768,2021-01-09
3250,1828,1594,paczka,78,31,70,17956,2021-01-09
3251,1828,3311,list,11,22,4,621,2021-01-09
3252,1828,3828,paleta,49,59,48,189867,2021-01-09
3253,1829,86,list,32,33,14,613,2021-03-20
3254,1829,4992,list,45,31,2,623,2021-03-20
3255,1829,4406,paleta,51,86,71,135313,2021-03-20
3256,1829,1968,paleta,58,27,83,136347,2021-03-20
3257,1830,367,list,39,20,18,290,2021-08-16
3258,1830,3058,paczka,29,59,75,30420,2021-08-16
3259,1831,3557,paleta,92,90,54,108379,2021-10-29
3260,1831,4837,paczka,92,24,24,40179,2021-10-29
3261,1831,629,paleta,41,68,54,127754,2021-10-29
3262,1832,2851,list,35,16,4,711,2021-09-05
3263,1833,3280,paleta,23,75,21,144652,2021-07-20
3264,1834,936,list,26,18,16,327,2021-09-28
3265,1835,717,paleta,66,55,34,43847,2021-03-04
3266,1835,150,paleta,84,58,78,187622,2021-03-04
3267,1835,4394,list,44,44,5,714,2021-03-04
3268,1835,3163,paczka,54,50,19,8165,2021-03-04
3269,1836,4114,list,17,25,5,977,2021-10-07
3270,1836,883,list,8,48,1,290,2021-10-07
3271,1837,2,paczka,62,29,46,19952,2021-07-01
3272,1837,2974,paczka,26,23,46,44336,2021-07-01
3273,1837,2323,list,14,9,19,241,2021-07-01
3274,1837,1837,list,29,7,18,81,2021-07-01
3275,1838,156,list,18,36,2,710,2021-07-05
3276,1839,796,paczka,7,36,55,11119,2021-10-03
3277,1840,2384,paczka,85,48,27,7269,2021-10-22
3278,1841,902,paleta,25,71,35,134369,2021-06-20
3279,1842,2488,list,37,15,14,155,2021-07-05
3280,1843,3983,list,46,16,4,699,2021-08-27
3281,1844,4932,paleta,30,29,29,48964,2021-05-24
3282,1845,4755,paczka,94,95,73,42552,2021-07-23
3283,1846,1988,paleta,71,31,24,105078,2021-01-10
3284,1847,1651,list,22,36,11,676,2021-06-18
3285,1848,59,list,45,44,8,69,2021-06-04
3286,1849,3545,paczka,58,6,76,4705,2021-07-01
3287,1849,1500,paleta,82,29,91,188703,2021-07-01
3288,1849,4566,list,7,11,15,556,2021-07-01
3289,1850,153,paczka,78,36,19,37463,2021-04-03
3290,1850,663,paczka,44,42,57,11395,2021-04-03
3291,1850,590,paleta,94,24,30,159948,2021-04-03
3292,1851,1495,paleta,53,66,54,97200,2021-02-09
3293,1851,2437,paleta,76,33,55,71478,2021-02-09
3294,1852,3178,list,33,41,5,83,2021-06-22
3295,1853,374,paczka,86,31,36,11657,2021-07-22
3296,1854,631,paleta,86,25,62,147900,2021-10-29
3297,1855,4984,paczka,73,71,2,40890,2021-04-13
3298,1855,2993,paczka,62,85,21,39493,2021-04-13
3299,1855,1146,paleta,88,54,77,99912,2021-04-13
3300,1856,3323,list,36,11,8,489,2021-09-09
3301,1856,3643,paczka,14,57,56,38821,2021-09-09
3302,1857,4639,paleta,89,25,40,195213,2021-06-29
3303,1858,1428,paczka,75,86,11,48274,2021-07-29
3304,1859,4291,paczka,39,34,87,25571,2021-09-28
3305,1860,162,paczka,31,35,44,1661,2021-08-16
3306,1861,3264,list,11,13,4,218,2021-10-23
3307,1862,1753,paleta,40,27,97,183592,2021-08-31
3308,1862,768,list,40,37,4,90,2021-08-31
3309,1862,2459,paleta,64,20,42,119219,2021-08-31
3310,1863,743,paleta,90,25,60,80096,2021-08-08
3311,1863,234,paleta,73,77,70,164536,2021-08-08
3312,1864,737,paczka,70,25,4,33307,2021-05-12
3313,1864,3784,paczka,25,11,6,19238,2021-05-12
3314,1865,2351,paczka,80,83,67,4305,2021-06-16
3315,1866,2647,list,20,43,6,577,2021-06-17
3316,1866,3059,paczka,11,49,53,37397,2021-06-17
3317,1866,3235,paczka,63,61,10,4619,2021-06-17
3318,1866,1986,paczka,18,62,39,33100,2021-06-17
3319,1867,4818,list,49,23,6,194,2021-01-26
3320,1868,683,paczka,46,99,68,5874,2021-09-05
3321,1868,2643,paczka,93,72,66,34353,2021-09-05
3322,1868,4234,list,49,13,7,430,2021-09-05
3323,1868,344,paleta,82,96,24,147931,2021-09-05
3324,1869,2867,list,15,46,7,432,2021-08-21
3325,1870,1250,paczka,34,48,95,29232,2021-03-10
3326,1870,1764,list,27,44,18,674,2021-03-10
3327,1871,2468,paczka,79,45,67,12866,2021-05-10
3328,1872,1345,list,35,40,9,998,2021-03-12
3329,1873,804,paleta,92,50,98,25191,2021-09-25
3330,1874,1298,list,20,18,9,869,2021-05-11
3331,1875,1360,paczka,11,33,41,10983,2021-09-23
3332,1876,1744,list,7,23,8,878,2021-07-03
3333,1877,18,paleta,76,60,90,137087,2021-05-24
3334,1877,617,paczka,18,14,92,34800,2021-05-24
3335,1877,1927,paleta,25,41,62,134089,2021-05-24
3336,1877,1971,paczka,37,80,63,1393,2021-05-24
3337,1878,4214,paleta,26,39,52,56667,2021-02-03
3338,1878,332,list,7,26,9,890,2021-02-03
3339,1878,759,list,26,17,7,864,2021-02-03
3340,1879,385,list,17,43,10,282,2021-08-03
3341,1880,290,paleta,52,76,23,172672,2021-02-10
3342,1881,348,paczka,26,15,47,37701,2021-07-29
3343,1881,2270,paleta,74,57,92,166522,2021-07-29
3344,1881,4911,list,49,46,13,120,2021-07-29
3345,1881,3289,paczka,87,45,66,45041,2021-07-29
3346,1882,2519,paczka,34,56,31,2283,2021-09-10
3347,1883,3427,list,34,30,7,724,2021-03-31
3348,1883,4824,list,6,12,8,763,2021-03-31
3349,1883,4865,paczka,29,21,94,42800,2021-03-31
3350,1884,478,paleta,98,20,62,158314,2021-10-16
3351,1884,927,list,43,24,19,499,2021-10-16
3352,1884,4453,paleta,68,34,36,198988,2021-10-16
3353,1884,477,list,47,23,2,899,2021-10-16
3354,1885,4005,paleta,40,78,36,103954,2021-07-20
3355,1886,2115,paczka,51,79,6,33309,2021-09-13
3356,1887,2268,paleta,35,90,22,147209,2021-03-01
3357,1887,4162,paczka,20,75,35,24092,2021-03-01
3358,1887,1368,paleta,20,38,22,198896,2021-03-01
3359,1888,4115,paleta,94,69,30,32240,2021-08-22
3360,1889,4673,paczka,94,15,80,9370,2021-07-09
3361,1890,1771,paleta,38,50,98,100014,2021-02-16
3362,1890,1638,paleta,88,31,59,145262,2021-02-16
3363,1890,2283,list,19,11,13,557,2021-02-16
3364,1890,4276,list,33,14,18,272,2021-02-16
3365,1891,1176,list,49,20,19,207,2021-02-26
3366,1892,3620,list,46,23,4,417,2021-05-21
3367,1893,3744,list,37,25,4,484,2021-02-21
3368,1894,3524,paleta,32,51,99,47440,2021-10-20
3369,1894,1252,list,25,22,6,293,2021-10-20
3370,1894,2014,list,22,42,7,577,2021-10-20
3371,1894,2591,list,8,15,7,267,2021-10-20
3372,1895,2279,paleta,54,30,76,122314,2021-05-22
3373,1896,1222,paczka,84,64,31,47535,2021-07-30
3374,1897,2291,paleta,69,59,27,42168,2021-05-27
3375,1897,457,paleta,65,37,88,131788,2021-05-27
3376,1897,4298,paleta,57,20,77,79720,2021-05-27
3377,1897,4405,paleta,68,54,28,131517,2021-05-27
3378,1898,2195,paleta,20,82,63,197660,2021-01-10
3379,1899,2806,list,48,8,16,38,2021-10-20
3380,1900,484,paczka,73,31,63,40808,2021-03-03
3381,1900,303,paleta,95,56,84,87126,2021-03-03
3382,1901,2603,list,33,23,7,828,2021-02-15
3383,1902,2550,paczka,62,33,33,40174,2021-07-30
3384,1903,2160,paleta,25,70,40,46115,2021-08-14
3385,1904,4159,list,25,43,15,435,2021-09-04
3386,1904,3709,list,32,43,8,390,2021-09-04
3387,1904,2729,paleta,50,53,46,69238,2021-09-04
3388,1904,1807,list,27,19,15,152,2021-09-04
3389,1905,1151,paczka,17,38,54,17707,2021-07-04
3390,1905,4006,list,32,42,4,787,2021-07-04
3391,1905,1823,paleta,29,54,53,194609,2021-07-04
3392,1905,540,paleta,56,20,33,187599,2021-07-04
3393,1906,2403,paleta,81,97,32,92259,2021-09-12
3394,1906,4032,paleta,90,84,80,166896,2021-09-12
3395,1906,1387,paczka,80,69,86,10369,2021-09-12
3396,1907,3137,list,44,37,18,320,2021-08-07
3397,1908,1092,list,14,10,15,35,2021-06-22
3398,1909,446,paczka,99,63,84,8944,2021-08-25
3399,1910,4589,paczka,6,54,92,35360,2021-04-16
3400,1910,756,paleta,46,54,29,160882,2021-04-16
3401,1910,634,paczka,41,90,31,46377,2021-04-16
3402,1911,2100,list,32,26,12,388,2021-05-26
3403,1911,2042,list,24,23,19,596,2021-05-26
3404,1912,3363,paleta,88,46,91,136079,2021-05-09
3405,1912,3382,paleta,48,32,52,25621,2021-05-09
3406,1912,4469,list,41,37,18,177,2021-05-09
3407,1913,3593,paczka,11,76,19,18138,2021-10-02
3408,1914,1306,list,23,47,9,73,2021-10-27
3409,1915,609,list,6,6,9,27,2021-08-03
3410,1915,82,list,26,40,11,255,2021-08-03
3411,1915,3522,paczka,14,51,56,43871,2021-08-03
3412,1915,1967,list,24,38,3,787,2021-08-03
3413,1916,855,paleta,35,79,34,139982,2021-03-23
3414,1916,39,paczka,13,74,71,20539,2021-03-23
3415,1916,3112,paleta,89,64,64,184165,2021-03-23
3416,1916,1205,paczka,21,21,98,43339,2021-03-23
3417,1917,2648,paleta,58,53,22,177153,2021-10-19
3418,1918,4387,paczka,52,61,39,10424,2021-08-01
3419,1919,4321,list,9,38,19,578,2021-08-12
3420,1920,2724,paczka,12,51,14,25357,2021-04-09
3421,1920,3540,paleta,81,52,87,181291,2021-04-09
3422,1920,1633,list,12,14,16,93,2021-04-09
3423,1921,2854,list,44,5,8,264,2021-01-16
3424,1922,617,list,10,45,6,599,2021-08-29
3425,1922,1414,paczka,59,60,91,35532,2021-08-29
3426,1923,3759,paleta,58,61,50,174869,2021-10-28
3427,1923,2470,list,7,43,4,642,2021-10-28
3428,1923,828,list,47,14,3,514,2021-10-28
3429,1924,540,paleta,80,87,26,125702,2021-01-14
3430,1925,565,paczka,38,20,3,41878,2021-08-25
3431,1926,3211,paczka,45,99,55,40878,2021-06-20
3432,1927,2260,list,20,32,10,31,2021-10-16
3433,1927,4590,paleta,27,30,45,165146,2021-10-16
3434,1928,1476,list,14,16,16,813,2021-04-23
3435,1929,4716,paczka,47,20,59,42542,2021-06-22
3436,1930,917,list,28,27,4,772,2021-06-04
3437,1931,751,paleta,99,35,34,121551,2021-08-11
3438,1932,3579,list,34,21,14,194,2021-02-08
3439,1932,4843,paczka,90,70,53,31199,2021-02-08
3440,1932,1725,paleta,27,42,53,81526,2021-02-08
3441,1933,4438,paczka,12,9,47,12495,2021-05-23
3442,1933,4390,paleta,97,38,40,61476,2021-05-23
3443,1934,3460,paleta,78,92,68,125607,2021-05-08
3444,1934,4261,paleta,74,64,32,163175,2021-05-08
3445,1934,697,paleta,41,45,87,74749,2021-05-08
3446,1934,2641,paczka,53,73,36,40278,2021-05-08
3447,1935,2032,paleta,56,47,25,39793,2021-01-20
3448,1935,270,list,24,41,4,807,2021-01-20
3449,1936,1247,list,14,36,17,427,2021-10-10
3450,1937,2399,paleta,74,84,90,27047,2021-03-15
3451,1937,3253,paczka,92,39,34,16931,2021-03-15
3452,1937,72,paczka,98,94,62,13496,2021-03-15
3453,1938,4290,paczka,32,33,7,6110,2021-06-04
3454,1939,3117,paczka,94,23,91,25578,2021-05-21
3455,1939,4310,paleta,79,73,87,184130,2021-05-21
3456,1940,614,paleta,86,79,96,114355,2021-03-15
3457,1940,4742,paczka,33,43,63,33373,2021-03-15
3458,1940,4041,paczka,98,8,95,21553,2021-03-15
3459,1941,2966,paleta,25,84,94,192787,2021-03-03
3460,1941,620,list,16,35,7,882,2021-03-03
3461,1941,4734,list,32,42,9,247,2021-03-03
3462,1941,4600,paleta,61,51,91,68983,2021-03-03
3463,1942,3920,paczka,11,97,76,33746,2021-02-12
3464,1942,573,paczka,14,37,56,3117,2021-02-12
3465,1942,1434,paleta,86,60,26,170772,2021-02-12
3466,1942,3059,paczka,42,68,91,13701,2021-02-12
3467,1943,4511,paczka,79,43,22,9990,2021-06-15
3468,1943,1465,paczka,85,23,70,702,2021-06-15
3469,1943,3919,list,40,22,7,163,2021-06-15
3470,1944,1062,paleta,79,58,74,197453,2021-01-13
3471,1944,1344,paczka,49,62,54,49925,2021-01-13
3472,1945,2559,paczka,12,98,65,45174,2021-03-28
3473,1945,1178,paleta,91,22,21,180006,2021-03-28
3474,1945,3588,paleta,35,47,52,74750,2021-03-28
3475,1946,2428,list,45,9,19,263,2021-10-30
3476,1947,4569,paleta,76,75,20,71867,2021-05-08
3477,1948,3489,list,15,27,10,239,2021-08-20
3478,1948,4869,paczka,79,32,5,41700,2021-08-20
3479,1948,2783,paczka,39,36,75,20765,2021-08-20
3480,1949,1494,list,27,47,15,456,2021-05-11
3481,1950,2078,paleta,53,43,51,118630,2021-02-15
3482,1951,1475,paczka,43,35,45,17256,2021-09-07
3483,1951,4134,list,21,10,19,880,2021-09-07
3484,1951,442,paczka,87,87,31,10494,2021-09-07
3485,1951,736,list,40,16,17,116,2021-09-07
3486,1952,3834,paczka,42,94,27,43410,2021-07-14
3487,1952,2276,paleta,95,58,58,114356,2021-07-14
3488,1953,458,paleta,97,41,85,191336,2021-03-09
3489,1953,2910,list,37,22,2,301,2021-03-09
3490,1954,2939,list,49,32,13,29,2021-02-28
3491,1954,4959,paleta,21,31,93,95369,2021-02-28
3492,1954,2190,paleta,39,52,87,177560,2021-02-28
3493,1955,960,list,33,30,16,769,2021-05-31
3494,1956,4764,paleta,57,46,83,164254,2021-02-06
3495,1957,748,list,16,42,10,840,2021-06-10
3496,1958,682,list,19,47,17,898,2021-04-22
3497,1959,3548,paczka,28,72,84,17342,2021-02-15
3498,1959,2590,paleta,87,60,51,136513,2021-02-15
3499,1959,2963,paleta,44,63,32,140648,2021-02-15
3500,1960,805,list,47,35,10,715,2021-07-27
3501,1960,4941,paleta,57,28,41,69872,2021-07-27
3502,1960,372,paleta,24,60,53,122888,2021-07-27
3503,1960,4189,list,18,34,2,410,2021-07-27
3504,1961,1690,paleta,29,31,73,73331,2021-05-24
3505,1961,2999,paczka,29,34,19,8313,2021-05-24
3506,1961,1340,paleta,77,55,34,72561,2021-05-24
3507,1961,3808,list,49,25,2,322,2021-05-24
3508,1962,3313,paczka,75,68,85,40541,2021-07-15
3509,1962,4148,paleta,85,71,67,143165,2021-07-15
3510,1963,3093,paczka,47,72,4,20060,2021-02-21
3511,1963,4017,paczka,60,77,56,5716,2021-02-21
3512,1964,2734,paleta,99,50,33,26032,2021-01-10
3513,1965,4182,paczka,68,32,47,38687,2021-07-28
3514,1966,438,paczka,12,46,37,18434,2021-05-27
3515,1966,2669,paleta,62,67,54,84016,2021-05-27
3516,1966,3830,paleta,64,78,57,80448,2021-05-27
3517,1967,3205,paleta,25,72,36,111527,2021-03-22
3518,1968,3133,list,7,40,14,83,2021-08-03
3519,1968,4664,paleta,53,38,36,99117,2021-08-03
3520,1968,4090,list,29,38,10,616,2021-08-03
3521,1969,4771,paczka,97,62,43,8581,2021-09-12
3522,1969,3172,paczka,88,94,45,587,2021-09-12
3523,1969,3434,list,8,46,2,363,2021-09-12
3524,1969,631,paleta,82,51,33,146120,2021-09-12
3525,1970,2590,paleta,54,79,75,198958,2021-08-02
3526,1971,704,list,22,13,2,192,2021-08-22
3527,1972,2222,paczka,20,8,72,43168,2021-04-18
3528,1973,54,paleta,48,31,58,199893,2021-07-16
3529,1974,247,list,48,18,3,79,2021-03-14
3530,1975,1994,paleta,31,80,47,30812,2021-08-29
3531,1975,583,paleta,75,24,41,31655,2021-08-29
3532,1975,1640,paleta,22,73,60,25396,2021-08-29
3533,1975,4263,paczka,74,71,63,21132,2021-08-29
3534,1976,1062,list,43,12,1,985,2021-04-18
3535,1976,3945,paczka,46,36,14,44717,2021-04-18
3536,1976,3515,paleta,44,80,51,139460,2021-04-18
3537,1976,1688,paczka,16,67,76,14209,2021-04-18
3538,1977,2244,paleta,27,90,76,168970,2021-04-09
3539,1978,4966,paczka,15,39,4,23139,2021-05-23
3540,1978,4001,list,40,36,10,489,2021-05-23
3541,1979,215,list,10,27,14,346,2021-05-30
3542,1979,4167,list,34,22,3,733,2021-05-30
3543,1979,183,paleta,85,44,43,164767,2021-05-30
3544,1980,1100,paczka,54,68,52,19168,2021-03-05
3545,1980,1179,paleta,57,70,43,151763,2021-03-05
3546,1980,992,paleta,31,46,46,96287,2021-03-05
3547,1980,1011,list,34,39,16,185,2021-03-05
3548,1981,1979,list,38,33,11,241,2021-07-29
3549,1982,2540,list,10,17,8,461,2021-08-28
3550,1982,3585,paleta,96,58,72,194173,2021-08-28
3551,1982,2078,paleta,28,77,66,191361,2021-08-28
3552,1983,1928,paleta,54,68,63,65131,2021-06-27
3553,1984,3432,list,41,28,11,436,2021-06-19
3554,1984,4844,paleta,73,61,29,28610,2021-06-19
3555,1984,273,paczka,87,59,54,19939,2021-06-19
3556,1985,1382,paczka,87,33,76,17906,2021-03-28
3557,1986,4734,paleta,38,82,39,85107,2021-09-09
3558,1987,3789,list,22,16,3,558,2021-04-15
3559,1987,3407,list,41,21,12,758,2021-04-15
3560,1988,1045,paleta,21,40,74,50943,2021-06-10
3561,1989,1736,list,6,37,4,752,2021-05-09
3562,1990,2077,paleta,29,25,64,70582,2021-09-24
3563,1991,3588,paczka,62,69,25,7956,2021-08-28
3564,1992,2511,list,10,39,6,121,2021-04-04
3565,1992,98,paleta,58,54,47,58341,2021-04-04
3566,1992,1326,paleta,63,26,38,45062,2021-04-04
3567,1993,2513,paleta,93,48,41,171591,2021-05-29
3568,1993,1421,list,16,27,7,253,2021-05-29
3569,1993,4076,paleta,85,48,64,134101,2021-05-29
3570,1994,1468,paczka,36,52,5,15699,2021-01-02
3571,1994,3428,list,47,40,19,424,2021-01-02
3572,1994,1745,list,10,27,10,8,2021-01-02
3573,1994,2051,list,49,20,17,519,2021-01-02
3574,1995,4414,paczka,47,17,23,2946,2021-07-22
3575,1995,452,list,36,18,7,81,2021-07-22
3576,1996,1740,paczka,63,89,90,32326,2021-04-25
3577,1996,3423,paczka,11,52,70,29023,2021-04-25
3578,1996,537,paleta,87,51,77,38670,2021-04-25
3579,1996,1018,list,17,20,13,249,2021-04-25
3580,1997,3436,paczka,15,43,64,1174,2021-07-14
3581,1998,1087,paczka,9,69,8,32592,2021-06-22
3582,1998,4330,paleta,83,22,44,83406,2021-06-22
3583,1999,513,paleta,93,73,44,183611,2021-02-26
3584,1999,3672,paczka,40,44,78,49631,2021-02-26
3585,2000,3223,paczka,14,17,39,1002,2021-02-16
3586,2000,667,paleta,80,99,30,127255,2021-02-16
3587,2001,2770,list,49,48,17,485,2021-09-17
3588,2001,3664,list,8,30,15,254,2021-09-17
3589,2002,1573,paleta,98,99,32,124824,2021-01-23
3590,2002,4225,list,25,12,15,853,2021-01-23
3591,2002,2312,list,13,15,19,133,2021-01-23
3592,2003,1709,paleta,84,65,49,152245,2021-02-12
3593,2004,2802,list,47,27,12,970,2021-09-05
3594,2005,18,list,7,25,14,604,2021-07-29
3595,2006,1384,paleta,80,43,35,44279,2021-10-05
3596,2007,59,paczka,35,85,37,4495,2021-01-18
3597,2007,4433,paleta,88,95,84,97541,2021-01-18
3598,2007,4889,paczka,85,91,93,30775,2021-01-18
3599,2008,3074,paleta,45,78,41,192110,2021-02-26
3600,2009,3995,list,47,43,6,357,2021-01-03
3601,2009,4189,paleta,63,62,95,147578,2021-01-03
3602,2009,2594,paleta,50,95,85,106985,2021-01-03
3603,2009,2573,paczka,84,55,27,21330,2021-01-03
3604,2010,2708,paczka,75,26,63,35361,2021-10-22
3605,2010,2920,paczka,65,98,79,20969,2021-10-22
3606,2010,2989,paczka,51,95,88,43829,2021-10-22
3607,2010,3561,paczka,21,41,99,30269,2021-10-22
3608,2011,2426,paczka,60,85,52,15734,2021-08-29
3609,2012,2386,list,14,19,7,292,2021-10-15
3610,2012,1349,paczka,31,89,86,39703,2021-10-15
3611,2012,2864,paleta,54,49,63,84383,2021-10-15
3612,2012,614,list,30,17,18,181,2021-10-15
3613,2013,3478,list,38,31,14,847,2021-10-05
3614,2014,1898,paczka,61,61,74,31226,2021-05-07
3615,2015,1939,paczka,63,70,45,22728,2021-09-16
3616,2016,2301,list,49,12,4,440,2021-09-22
3617,2017,4542,list,21,23,15,808,2021-04-24
3618,2018,950,list,11,43,17,388,2021-01-23
3619,2019,3704,paczka,60,92,13,9323,2021-01-22
3620,2019,3291,paczka,36,99,75,31526,2021-01-22
3621,2019,3790,list,26,10,4,922,2021-01-22
3622,2019,3767,paleta,29,28,93,152066,2021-01-22
3623,2020,1160,paleta,62,26,67,117757,2021-10-26
3624,2020,1989,paczka,70,52,23,21649,2021-10-26
3625,2021,3200,paleta,60,49,63,153748,2021-02-07
3626,2022,2197,paleta,74,77,60,59480,2021-10-14
3627,2023,2135,paczka,93,85,31,9258,2021-08-16
3628,2024,2568,list,5,36,2,212,2021-05-10
3629,2025,1468,list,36,30,16,806,2021-01-23
3630,2025,3995,paleta,90,97,26,178423,2021-01-23
3631,2026,1802,paczka,89,69,31,3599,2021-03-16
3632,2027,718,paleta,31,30,39,51845,2021-03-12
3633,2028,1044,paleta,69,92,63,144378,2021-09-17
3634,2029,1469,paczka,87,82,27,19780,2021-07-04
3635,2030,499,list,23,21,16,231,2021-02-05
3636,2030,1648,list,29,42,5,391,2021-02-05
3637,2030,861,paleta,32,85,31,115312,2021-02-05
3638,2030,1637,paleta,51,67,59,30860,2021-02-05
3639,2031,3287,paczka,84,26,85,9189,2021-02-24
3640,2032,2633,paczka,65,24,40,26898,2021-07-04
3641,2033,695,list,31,43,17,519,2021-09-19
3642,2034,840,list,45,32,7,711,2021-02-09
3643,2034,337,list,29,16,1,814,2021-02-09
3644,2034,2573,paleta,47,87,94,139439,2021-02-09
3645,2034,2722,list,16,33,10,335,2021-02-09
3646,2035,4475,paleta,37,29,80,86499,2021-02-14
3647,2036,4590,paczka,74,99,40,2786,2021-10-25
3648,2037,792,list,42,42,4,278,2021-05-05
3649,2037,3527,list,22,20,17,256,2021-05-05
3650,2038,1185,paleta,50,69,61,48991,2021-04-06
3651,2039,3912,paleta,84,58,28,140420,2021-01-21
3652,2039,3578,paleta,29,93,53,128156,2021-01-21
3653,2040,3763,paczka,83,75,33,31730,2021-10-12
3654,2040,3516,paleta,81,28,78,41330,2021-10-12
3655,2040,4615,list,9,25,11,459,2021-10-12
3656,2040,1103,paczka,79,22,44,37472,2021-10-12
3657,2041,2712,paleta,30,72,88,118010,2021-03-08
3658,2042,1109,paczka,75,80,95,10255,2021-03-27
3659,2043,2148,list,21,13,8,725,2021-10-19
3660,2044,4575,paczka,32,24,2,1933,2021-04-23
3661,2044,2021,list,47,5,9,868,2021-04-23
3662,2044,1603,paleta,41,93,68,138079,2021-04-23
3663,2044,955,paczka,6,52,55,29150,2021-04-23
3664,2045,3291,paczka,37,76,64,8794,2021-05-26
3665,2046,58,paleta,69,24,57,81966,2021-02-19
3666,2047,1763,list,12,28,18,958,2021-08-03
3667,2048,4103,paczka,81,28,95,28084,2021-01-28
3668,2048,809,paczka,99,85,93,34135,2021-01-28
3669,2048,369,paleta,91,23,89,95085,2021-01-28
3670,2049,4423,list,29,30,9,951,2021-04-01
3671,2049,2570,list,34,20,16,275,2021-04-01
3672,2049,1080,list,23,47,1,717,2021-04-01
3673,2049,2959,list,44,30,15,192,2021-04-01
3674,2050,1839,list,16,29,9,702,2021-08-29
3675,2051,624,paleta,75,43,79,158093,2021-09-29
3676,2051,1171,paleta,54,60,32,52369,2021-09-29
3677,2052,3536,list,37,36,13,25,2021-06-14
3678,2053,311,paleta,26,51,29,38175,2021-02-17
3679,2054,3011,paleta,58,61,76,105247,2021-03-11
3680,2055,467,paczka,64,23,91,610,2021-08-10
3681,2056,2060,paleta,89,71,62,199481,2021-01-29
3682,2057,2488,paleta,23,35,77,159881,2021-08-31
3683,2057,681,paleta,52,85,46,77791,2021-08-31
3684,2058,4884,paczka,6,56,40,13331,2021-10-11
3685,2058,4286,list,10,18,1,921,2021-10-11
